Date of joining,Gender,Company Type,WFH Setup Available,Level,Resource Allocation,Mental Fatigue Score,Burn Rate
16/07/2008,Female,Product,Yes,2,5,6,0.48
16/10/2008,Female,Product,No,1,3,4.3,0.23
26/02/2008,Male,Service,Yes,1,2,5.1,0.34
19/04/2008,Male,Service,Yes,1,3,3.8,0.18
10/4/2008,Male,Product,Yes,2,3,5.7,0.39
26/11/2008,Male,Service,Yes,2,6,8.7,0.71
12/2/2008,Female,Service,No,3,6,7.8,0.59
28/08/2008,Female,Service,No,1,2,1.1,0.06
21/01/2008,Male,Service,Yes,2,3,4.8,0.25
2/8/2008,Female,Service,Yes,1,4,5.4,0.43
9/2/2008,Female,Service,Yes,1,4,3.2,0.17
28/12/2008,Male,Service,No,2,5,7.1,0.67
4/2/2008,Male,Service,Yes,3,7,5.9,0.66
10/8/2008,Male,Service,No,3,5,6.8,0.56
19/02/2008,Female,Service,No,3,5,4.9,0.38
29/10/2008,Male,Service,Yes,0,1,2.5,0.14
16/10/2008,Male,Product,No,2,5,4,0.31
10/6/2008,Male,Service,No,3,7,7.1,0.63
8/9/2008,Male,Service,Yes,1,1,4.8,0.26
8/1/2008,Female,Service,Yes,3,6,4.9,0.41
27/11/2008,Female,Service,Yes,1,2,4.3,0.28
19/08/2008,Male,Product,Yes,2,4,4.9,0.29
3/12/2008,Male,Service,No,0,1,0.9,0.06
20/01/2008,Female,Product,No,3,7,8.6,0.68
28/03/2008,Male,Product,Yes,2,3,5,0.29
1/9/2008,Female,Product,No,0,1,4,0.19
26/12/2008,Male,Service,No,2,4,4.9,0.3
26/08/2008,Male,Service,No,3,5,5.7,0.5
18/12/2008,Female,Service,Yes,4,7,5.7,0.51
18/02/2008,Female,Service,Yes,0,1,2.5,0.09
24/11/2008,Male,Product,No,3,6,5.9,0.53
24/09/2008,Male,Product,Yes,2,6,6.7,0.61
1/8/2008,Female,Service,Yes,2,4,5.9,0.47
19/04/2008,Male,Service,No,1,4,5.2,0.46
13/09/2008,Female,Service,Yes,2,2,3.7,0.29
23/09/2008,Female,Service,Yes,2,4,1.8,0.03
31/01/2008,Male,Service,Yes,1,4,5.6,0.34
28/02/2008,Male,Service,No,2,6,6.6,0.57
6/9/2008,Male,Service,No,3,4,6.4,0.56
31/08/2008,Female,Service,No,2,4,5.3,0.47
25/07/2008,Female,Service,No,1,3,5.3,0.38
26/04/2008,Male,Product,Yes,2,5,6.1,0.55
11/7/2008,Female,Service,No,3,6,5.9,0.37
26/11/2008,Female,Service,Yes,4,7,7.3,0.63
16/12/2008,Female,Service,Yes,2,4,5.1,0.32
5/12/2008,Male,Product,Yes,2,4,4.9,0.41
22/11/2008,Male,Product,Yes,2,5,5.9,0.37
1/10/2008,Male,Product,No,4,7,7.2,0.61
14/07/2008,Male,Service,Yes,1,3,6.1,0.47
13/05/2008,Male,Service,No,1,2,5.9,0.26
10/11/2008,Female,Service,Yes,3,8,10,0.91
9/7/2008,Male,Service,No,4,9,5.9,1
4/4/2008,Female,Service,Yes,2,3,4.2,0.34
11/5/2008,Male,Service,Yes,2,4,5.7,0.47
21/05/2008,Male,Product,Yes,2,4,6.4,0.44
12/4/2008,Female,Service,Yes,0,1,3.3,0.19
13/05/2008,Female,Product,No,3,6,7.2,0.68
5/2/2008,Female,Product,Yes,1,3,5.5,0.32
19/01/2008,Female,Service,Yes,2,5,5,0.45
8/5/2008,Female,Service,No,2,2,4.4,0.27
2/1/2008,Female,Service,Yes,0,1,5.2,0.28
14/01/2008,Female,Service,Yes,2,3,4,0.34
25/02/2008,Female,Service,Yes,2,5,6.1,0.6
25/05/2008,Female,Service,Yes,1,3,5.9,0.28
24/10/2008,Female,Service,No,3,5,5.4,0.47
2/11/2008,Female,Product,Yes,3,6,5.9,0.39
5/11/2008,Male,Product,Yes,2,5,6.8,0.58
14/03/2008,Female,Service,Yes,3,4,5.1,0.44
28/09/2008,Female,Product,Yes,1,4,5.3,0.4
18/02/2008,Male,Service,Yes,4,4,5.9,0.56
30/12/2008,Male,Service,No,5,9,10,0.91
22/02/2008,Female,Product,No,5,9,8.1,0.87
13/01/2008,Male,Service,Yes,3,6,5.6,0.51
19/10/2008,Female,Service,No,2,2,4.3,0.2
1/6/2008,Male,Product,No,1,3,5.6,0.5
29/06/2008,Male,Product,Yes,2,3,3,0.23
25/04/2008,Female,Service,Yes,2,4,5.3,0.32
7/9/2008,Female,Service,Yes,1,3,4.5,0.39
24/04/2008,Male,Product,Yes,1,2,4.2,0.29
21/10/2008,Male,Service,Yes,1,3,5.8,0.36
25/04/2008,Male,Service,No,4,8,8,0.7
28/02/2008,Female,Product,Yes,1,3,4.6,0.24
1/9/2008,Male,Service,No,4,7,7.6,0.57
14/06/2008,Female,Service,Yes,3,5,4.7,0.4
26/02/2008,Male,Product,No,3,6,7.8,0.75
31/05/2008,Male,Service,No,5,10,8.1,0.86
11/1/2008,Female,Service,Yes,2,5,5.9,0.58
15/05/2008,Male,Service,No,3,4,6.3,0.62
14/09/2008,Female,Product,No,1,2,4.4,0.2
26/01/2008,Female,Service,Yes,3,5,5.1,0.35
19/01/2008,Male,Product,Yes,1,3,5.9,0.42
20/01/2008,Male,Service,No,2,3,5.7,0.37
16/06/2008,Male,Product,No,2,6,8.3,0.66
25/02/2008,Female,Service,No,1,2,5.9,0.28
29/08/2008,Female,Service,Yes,2,4,6.6,0.45
16/11/2008,Female,Product,Yes,1,3,5.5,0.48
23/12/2008,Male,Product,No,2,4,5.9,0.77
6/9/2008,Female,Service,No,4,9,10,1
13/12/2008,Female,Product,Yes,2,4,4.7,0.4
18/07/2008,Female,Product,Yes,2,4,5,0.44
3/7/2008,Male,Service,No,1,3,5.8,0.39
7/4/2008,Male,Product,No,2,5,5.8,0.47
14/08/2008,Female,Service,No,1,3,3.3,0.18
15/06/2008,Male,Product,No,2,6,7.1,0.61
5/11/2008,Female,Product,No,2,3,6.3,0.5
27/01/2008,Female,Service,No,3,4,5.2,0.28
17/08/2008,Male,Service,Yes,4,7,6.4,0.58
19/06/2008,Female,Product,No,0,1,5.9,0.1
19/08/2008,Female,Product,Yes,4,8,5.9,0.84
4/9/2008,Male,Product,No,2,5,7.2,0.62
26/10/2008,Female,Product,No,1,3,2.7,0.22
18/10/2008,Male,Product,Yes,2,4,5.9,0.31
25/06/2008,Male,Service,No,2,4,5.4,0.33
26/08/2008,Female,Service,No,2,6,7.5,0.72
2/8/2008,Female,Product,Yes,0,1,1.3,0.08
16/08/2008,Male,Service,No,1,3,5.9,0.3
4/11/2008,Female,Product,No,3,7,7.4,0.52
22/05/2008,Male,Service,No,4,9,9.7,0.84
2/9/2008,Male,Product,No,3,7,7.1,0.68
13/01/2008,Female,Service,Yes,3,5,5.9,0.45
8/9/2008,Male,Service,No,3,7,9.6,0.82
13/02/2008,Male,Service,Yes,2,4,7,0.47
8/1/2008,Male,Product,Yes,2,5,6.1,0.47
18/02/2008,Male,Service,Yes,1,1,2.7,0.08
12/10/2008,Male,Service,Yes,2,4,5.5,0.38
24/06/2008,Female,Service,No,2,4,3.7,0.31
6/5/2008,Female,Product,Yes,0,2,3.8,0.32
8/1/2008,Female,Service,Yes,2,4,4.2,0.31
8/2/2008,Female,Product,No,3,5,5.2,0.48
6/9/2008,Male,Service,No,2,4,4.8,0.32
23/11/2008,Female,Service,No,3,6,7.7,0.61
6/3/2008,Male,Service,No,3,6,5.9,0.42
1/12/2008,Female,Product,Yes,3,7,8.4,0.71
2/1/2008,Female,Service,Yes,1,4,5.7,0.36
22/05/2008,Female,Service,Yes,1,2,2.7,0.21
8/2/2008,Female,Service,No,3,7,8.8,0.81
26/07/2008,Male,Service,No,2,4,4.9,0.41
26/04/2008,Female,Product,Yes,2,2,4.2,0.28
11/11/2008,Female,Service,No,3,5,7.9,0.58
10/9/2008,Female,Product,No,4,7,5.9,0.8
26/03/2008,Male,Service,Yes,2,4,3.9,0.22
21/10/2008,Male,Product,No,4,8,5.9,0.67
16/02/2008,Male,Product,Yes,2,3,5.7,0.47
22/05/2008,Male,Service,Yes,1,2,4.8,0.34
14/04/2008,Female,Service,Yes,1,3,4.7,0.43
1/7/2008,Male,Product,Yes,4,7,8.2,0.62
3/3/2008,Male,Service,Yes,3,7,8.7,0.7
7/9/2008,Female,Service,Yes,3,6,4.6,0.39
26/02/2008,Female,Service,No,2,3,5.9,0.42
10/11/2008,Female,Product,Yes,1,1,4.4,0.23
15/07/2008,Female,Service,Yes,1,2,4.7,0.29
12/10/2008,Female,Service,No,2,5,7.6,0.57
4/11/2008,Female,Product,No,3,5,6.2,0.59
16/04/2008,Female,Service,No,0,2,5.9,0.12
23/03/2008,Female,Service,No,1,1,3.8,0.21
12/3/2008,Female,Service,No,3,5,5.4,0.39
25/10/2008,Male,Service,Yes,3,5,7.6,0.6
10/5/2008,Male,Service,Yes,2,4,4,0.35
15/04/2008,Female,Service,No,3,6,7.1,0.68
2/9/2008,Female,Product,No,4,8,8.1,0.71
4/3/2008,Male,Product,No,1,1,5,0.28
31/03/2008,Female,Service,No,2,4,7.2,0.66
7/6/2008,Female,Service,Yes,3,5,4.6,0.39
13/05/2008,Female,Product,Yes,1,2,3.4,0.23
30/09/2008,Male,Service,Yes,2,5,6.6,0.59
18/06/2008,Female,Service,No,1,1,5.9,0.13
31/08/2008,Female,Service,No,2,6,6.6,0.66
5/12/2008,Female,Service,No,3,6,7.5,0.58
21/11/2008,Male,Service,Yes,0,1,0.1,0
31/08/2008,Female,Service,Yes,2,2,4.3,0.27
28/10/2008,Female,Product,Yes,2,3,3.3,0.23
24/05/2008,Male,Service,No,3,6,8.1,0.63
6/8/2008,Male,Service,Yes,1,4,6.1,0.46
10/1/2008,Male,Service,Yes,2,3,6.9,0.49
25/05/2008,Female,Product,Yes,0,2,4.1,0.18
30/01/2008,Male,Product,Yes,0,1,3.5,0.25
18/06/2008,Male,Service,No,1,3,5.1,0.26
28/05/2008,Male,Product,No,3,7,7.3,0.6
4/6/2008,Female,Service,Yes,1,2,3.2,0.27
16/10/2008,Female,Service,Yes,4,9,10,0.97
21/07/2008,Female,Service,Yes,3,5,5.1,0.44
16/08/2008,Female,Product,No,2,4,5.2,0.38
12/10/2008,Female,Service,Yes,1,4,5.1,0.32
4/5/2008,Male,Service,No,3,4,4.9,0.34
22/02/2008,Female,Service,Yes,2,4,6.4,0.45
3/7/2008,Female,Service,Yes,1,3,2.8,0.17
19/07/2008,Female,Service,Yes,1,3,3.6,0.19
20/08/2008,Female,Service,Yes,2,4,5.2,0.38
22/11/2008,Female,Service,Yes,3,5,6.1,0.38
24/01/2008,Female,Product,Yes,1,3,4.9,0.38
10/3/2008,Male,Service,Yes,3,7,8.4,0.7
18/09/2008,Male,Product,Yes,1,3,3.6,0.18
13/11/2008,Male,Service,Yes,2,2,5,0.27
16/03/2008,Female,Service,No,2,5,6.8,0.53
24/05/2008,Male,Product,No,1,3,5.7,0.34
30/01/2008,Female,Product,No,1,1,3.8,0.28
10/2/2008,Female,Service,No,2,3,5.7,0.39
14/03/2008,Female,Product,No,4,8,8.2,0.74
29/12/2008,Male,Product,Yes,3,7,8.6,0.7
17/10/2008,Male,Service,No,4,8,6.6,0.53
29/04/2008,Female,Service,No,1,3,6.5,0.46
31/05/2008,Female,Service,Yes,2,3,3.4,0.15
5/11/2008,Female,Service,Yes,3,5,5.4,0.3
6/11/2008,Female,Product,Yes,2,3,5.9,0.19
13/03/2008,Male,Service,Yes,3,8,10,1
3/2/2008,Male,Product,No,3,5,6.7,0.54
8/12/2008,Female,Service,No,3,7,6.1,0.53
26/09/2008,Female,Service,No,3,5,5.7,0.47
15/09/2008,Female,Service,Yes,2,4,6.9,0.49
19/04/2008,Male,Service,Yes,2,4,6.7,0.52
16/03/2008,Female,Service,No,4,7,5.9,0.77
14/06/2008,Female,Service,Yes,1,2,5.6,0.39
2/6/2008,Female,Service,Yes,1,2,5.1,0.41
14/09/2008,Female,Service,No,2,3,3.5,0.29
8/9/2008,Female,Product,Yes,1,2,6.2,0.47
4/6/2008,Male,Service,No,3,7,7.8,0.6
9/10/2008,Male,Product,No,2,4,3.9,0.26
21/06/2008,Male,Service,No,1,1,3.9,0.21
4/9/2008,Female,Service,Yes,3,4,5.3,0.46
26/12/2008,Male,Service,No,2,4,6.3,0.55
13/07/2008,Male,Product,No,3,6,5.8,0.52
9/10/2008,Male,Service,No,3,7,7.7,0.71
22/04/2008,Female,Product,Yes,2,2,1.7,0.08
14/02/2008,Male,Product,Yes,3,6,7.4,0.55
14/11/2008,Male,Service,Yes,2,3,5.9,0.48
27/12/2008,Male,Service,Yes,2,4,4.7,0.34
7/6/2008,Female,Service,No,0,4,0.5,0
26/03/2008,Female,Product,No,3,7,6.8,0.51
16/05/2008,Female,Service,No,2,5,6.5,0.57
30/09/2008,Male,Service,No,2,3,3.5,0.27
15/11/2008,Male,Product,No,1,4,6.3,0.5
14/03/2008,Male,Product,No,3,7,5.9,0.67
1/3/2008,Male,Service,No,2,6,6.9,0.53
28/09/2008,Female,Service,No,2,4,6.7,0.45
18/09/2008,Female,Service,Yes,0,1,0,0
10/5/2008,Female,Service,No,3,5,5.7,0.48
7/5/2008,Female,Product,Yes,2,2,5.9,0.21
27/10/2008,Female,Product,Yes,1,3,3,0.19
30/10/2008,Male,Service,Yes,2,3,5.8,0.46
10/2/2008,Female,Service,Yes,1,2,4.9,0.3
11/1/2008,Female,Service,No,1,3,3.3,0.26
15/11/2008,Female,Product,Yes,2,3,2,0.16
12/12/2008,Female,Service,No,2,5,7.2,0.51
5/12/2008,Female,Product,Yes,2,5,7.2,0.58
18/12/2008,Female,Service,Yes,0,2,2.4,0.11
9/4/2008,Female,Product,Yes,3,5,4.6,0.31
14/12/2008,Female,Service,Yes,3,7,6.1,0.52
5/10/2008,Male,Service,No,2,5,5.8,0.56
24/06/2008,Female,Product,Yes,0,1,0.7,0
14/11/2008,Female,Service,Yes,0,1,2.4,0.19
7/5/2008,Male,Product,No,2,5,6.7,0.51
6/11/2008,Female,Service,No,2,5,7.2,0.72
5/6/2008,Male,Service,No,2,5,7.1,0.56
4/1/2008,Male,Service,Yes,1,2,2.8,0.2
11/2/2008,Female,Product,No,2,5,7.2,0.56
25/06/2008,Female,Product,Yes,3,5,4.4,0.39
25/11/2008,Male,Product,Yes,1,3,6.1,0.37
30/06/2008,Male,Service,No,3,6,8,0.64
21/07/2008,Female,Product,No,3,5,6.1,0.49
4/4/2008,Male,Service,No,1,4,5.9,0.57
21/06/2008,Male,Service,Yes,3,5,6.2,0.54
23/02/2008,Female,Service,No,3,6,7.9,0.67
3/7/2008,Female,Service,Yes,3,5,7.2,0.69
23/07/2008,Male,Service,No,4,9,10,0.98
31/08/2008,Male,Service,Yes,4,7,5.9,0.6
1/4/2008,Female,Service,No,1,1,3.9,0.26
18/02/2008,Male,Product,No,3,5,5.3,0.44
15/10/2008,Female,Product,No,1,3,6.7,0.46
3/10/2008,Female,Service,Yes,4,8,8.1,0.76
26/09/2008,Male,Service,No,2,3,3.6,0.27
6/11/2008,Female,Service,Yes,1,3,5.4,0.35
6/9/2008,Male,Product,No,3,4,6,0.48
25/10/2008,Female,Product,Yes,0,1,1.5,0.1
17/10/2008,Male,Service,No,4,6,6.5,0.54
31/12/2008,Male,Product,Yes,4,6,6.7,0.61
22/03/2008,Male,Service,Yes,3,6,7.1,0.63
26/04/2008,Male,Product,Yes,2,5,7.2,0.66
29/05/2008,Male,Service,Yes,2,4,6.2,0.4
12/3/2008,Female,Service,Yes,2,3,5.4,0.46
24/01/2008,Male,Service,No,0,1,1.4,0.11
9/10/2008,Female,Service,Yes,3,6,5.4,0.51
25/03/2008,Female,Service,Yes,2,2,3.4,0.25
11/11/2008,Male,Service,Yes,3,6,5.9,0.5
27/08/2008,Male,Service,Yes,3,4,6.3,0.43
22/04/2008,Male,Service,Yes,1,2,5.9,0.16
10/3/2008,Female,Service,Yes,2,3,4.1,0.19
20/04/2008,Female,Service,Yes,1,3,3.1,0.13
30/06/2008,Male,Product,Yes,2,5,5.8,0.37
2/8/2008,Female,Product,Yes,3,7,5.9,0.77
17/01/2008,Male,Product,Yes,1,4,6,0.38
13/08/2008,Male,Service,Yes,3,6,7,0.58
28/06/2008,Male,Service,No,3,6,8.6,0.68
4/7/2008,Male,Product,No,3,7,5.9,0.55
14/09/2008,Female,Product,No,1,2,4.5,0.39
15/03/2008,Female,Product,No,2,6,5.9,0.54
9/9/2008,Male,Service,No,1,3,3.5,0.16
27/10/2008,Female,Product,No,2,3,5.9,0.44
28/10/2008,Male,Service,No,4,9,9.9,0.89
15/08/2008,Female,Product,No,4,7,8.3,0.77
19/05/2008,Male,Service,Yes,3,5,6.9,0.52
13/02/2008,Female,Service,Yes,3,5,6,0.41
11/10/2008,Male,Service,Yes,1,4,6.2,0.53
7/7/2008,Female,Service,Yes,1,2,5.4,0.49
12/7/2008,Male,Product,No,4,7,7.6,0.56
20/09/2008,Female,Product,No,3,8,5.9,0.7
30/09/2008,Male,Product,Yes,2,5,7.8,0.59
4/8/2008,Female,Service,Yes,1,3,5.6,0.47
18/01/2008,Male,Service,Yes,2,6,6.5,0.55
6/9/2008,Male,Product,Yes,1,2,5.9,0.43
24/04/2008,Female,Service,Yes,0,1,3,0.15
22/06/2008,Male,Service,No,3,5,6.2,0.6
22/06/2008,Female,Product,No,3,6,6.9,0.5
2/8/2008,Female,Product,Yes,3,5,5.2,0.29
23/12/2008,Male,Service,Yes,2,4,5.2,0.45
16/04/2008,Female,Product,No,2,3,6.4,0.49
26/05/2008,Female,Service,Yes,0,1,5.9,0.14
30/03/2008,Female,Product,No,2,4,5,0.29
13/08/2008,Male,Service,No,1,3,4.9,0.38
19/12/2008,Female,Product,No,0,1,0.4,0.02
14/12/2008,Male,Service,Yes,3,5,7.1,0.6
30/10/2008,Female,Service,No,3,7,7.6,0.69
16/02/2008,Female,Product,Yes,3,6,7.5,0.53
13/09/2008,Male,Service,Yes,3,7,8,0.6
3/9/2008,Female,Service,Yes,2,3,2.9,0.17
20/06/2008,Female,Product,Yes,3,5,5,0.44
27/10/2008,Female,Product,No,1,2,2,0.16
28/07/2008,Male,Product,Yes,3,6,5,0.34
9/8/2008,Female,Service,No,1,2,4.3,0.33
22/06/2008,Female,Service,No,5,9,9,0.79
30/11/2008,Male,Service,No,3,6,6.7,0.57
11/9/2008,Male,Product,Yes,3,7,6.5,0.58
26/01/2008,Male,Product,No,4,4,8.2,0.67
8/9/2008,Male,Service,Yes,3,4,5.3,0.43
25/11/2008,Male,Service,No,5,9,9.5,0.9
9/3/2008,Male,Service,No,2,4,5.5,0.31
8/1/2008,Male,Product,No,2,6,7.6,0.68
30/03/2008,Female,Product,Yes,2,5,6,0.48
25/10/2008,Male,Product,Yes,2,4,6,0.38
9/7/2008,Male,Service,Yes,2,3,5.1,0.45
13/08/2008,Female,Product,Yes,1,2,5.8,0.44
3/10/2008,Male,Service,Yes,3,7,7.1,0.57
28/09/2008,Male,Service,No,3,6,6.9,0.57
6/6/2008,Male,Product,Yes,4,8,8.8,0.72
29/07/2008,Female,Service,No,2,5,6.7,0.51
20/06/2008,Male,Service,Yes,2,5,6,0.38
13/07/2008,Female,Service,No,1,2,3.2,0.27
21/01/2008,Female,Product,No,3,6,7.3,0.56
9/1/2008,Male,Service,No,4,9,10,0.9
21/09/2008,Male,Service,Yes,1,2,3.8,0.3
31/05/2008,Female,Service,Yes,3,5,5.7,0.34
6/5/2008,Male,Service,No,1,5,6.5,0.51
25/06/2008,Male,Product,Yes,0,1,3.7,0.16
6/4/2008,Female,Service,No,2,4,4.7,0.36
3/8/2008,Male,Service,No,3,5,7.6,0.56
31/07/2008,Female,Product,No,2,4,5.7,0.38
22/07/2008,Female,Service,Yes,2,2,2.9,0.22
16/11/2008,Male,Service,Yes,1,4,2.9,0.18
27/06/2008,Female,Service,Yes,0,1,3.3,0.15
6/5/2008,Male,Service,No,2,4,5.7,0.5
15/07/2008,Male,Service,Yes,0,2,4.2,0.27
25/04/2008,Female,Service,Yes,2,4,5.2,0.38
17/02/2008,Male,Service,Yes,2,4,6.2,0.51
21/07/2008,Male,Service,Yes,3,4,6.7,0.62
28/04/2008,Male,Service,No,3,6,7.4,0.55
29/07/2008,Male,Product,Yes,1,1,3.3,0.26
13/09/2008,Male,Product,Yes,3,7,7.8,0.68
19/10/2008,Male,Service,Yes,2,6,7,0.65
10/3/2008,Female,Product,Yes,2,5,5.9,0.35
3/8/2008,Male,Service,No,3,6,5.5,0.52
3/2/2008,Male,Service,No,5,10,10,1
12/6/2008,Male,Service,Yes,1,3,4.4,0.33
11/10/2008,Male,Product,No,2,5,7.7,0.57
15/06/2008,Male,Product,Yes,1,1,0.5,0.05
2/7/2008,Female,Product,Yes,0,1,3.8,0.16
28/03/2008,Female,Service,Yes,3,6,7.1,0.56
3/9/2008,Male,Service,No,2,4,6.5,0.58
27/02/2008,Male,Service,No,2,3,5.4,0.38
9/2/2008,Male,Service,Yes,2,3,5.2,0.4
25/04/2008,Male,Product,No,2,5,6.7,0.52
10/10/2008,Female,Product,Yes,2,6,5.7,0.53
20/09/2008,Male,Service,Yes,2,5,8.6,0.69
13/03/2008,Male,Product,Yes,2,3,5.9,0.28
19/02/2008,Female,Product,No,3,6,6.3,0.61
23/12/2008,Female,Service,No,2,5,5.8,0.53
20/09/2008,Male,Service,No,3,7,8.4,0.68
28/04/2008,Male,Product,Yes,3,6,4.8,0.31
29/08/2008,Female,Product,Yes,2,4,4.4,0.4
4/8/2008,Male,Service,Yes,2,5,5.2,0.42
23/10/2008,Male,Product,Yes,5,8,9.5,0.82
23/02/2008,Male,Product,Yes,2,4,5.6,0.37
18/02/2008,Female,Service,Yes,3,5,5.6,0.32
30/06/2008,Male,Service,Yes,4,7,7.4,0.56
14/12/2008,Male,Service,No,2,4,3.9,0.26
3/10/2008,Male,Service,No,1,4,5.8,0.54
12/3/2008,Female,Product,Yes,2,6,6.9,0.57
7/3/2008,Female,Service,No,2,5,6.3,0.51
12/7/2008,Female,Service,Yes,3,5,5,0.44
28/07/2008,Female,Service,No,2,5,6,0.54
21/04/2008,Male,Service,No,3,7,6.2,0.57
8/5/2008,Female,Product,No,3,4,8,0.68
20/03/2008,Female,Service,Yes,1,3,5.8,0.47
20/07/2008,Female,Service,Yes,2,3,5.9,0.14
22/09/2008,Male,Service,Yes,2,2,5.9,0.24
14/07/2008,Female,Product,No,2,5,7.3,0.57
23/09/2008,Female,Service,No,0,2,4,0.23
5/6/2008,Female,Product,No,2,4,6.4,0.57
27/04/2008,Male,Service,No,3,6,5.9,0.54
10/11/2008,Female,Product,Yes,1,2,2.5,0.18
6/3/2008,Male,Service,No,2,2,3.3,0.23
8/6/2008,Male,Service,Yes,1,4,4,0.32
17/01/2008,Male,Product,No,2,6,7.8,0.66
10/9/2008,Male,Service,No,3,6,7.4,0.52
3/5/2008,Male,Product,Yes,3,6,8.5,0.66
7/8/2008,Female,Service,No,1,4,4.8,0.36
29/10/2008,Female,Service,No,1,4,7.3,0.55
21/05/2008,Male,Service,No,4,7,7.3,0.62
7/5/2008,Female,Service,No,3,6,5.4,0.49
27/04/2008,Female,Product,Yes,4,6,7.1,0.63
7/6/2008,Female,Service,No,4,8,7.4,0.71
27/07/2008,Male,Service,No,2,5,4.6,0.32
13/04/2008,Female,Service,No,2,5,7.6,0.69
21/09/2008,Male,Service,No,0,1,4,0.21
19/06/2008,Male,Service,Yes,2,4,5.5,0.33
21/11/2008,Male,Service,No,0,4,5.9,0.29
14/12/2008,Female,Service,Yes,3,4,5.3,0.42
18/11/2008,Male,Product,No,3,6,6.8,0.62
28/10/2008,Female,Product,Yes,2,2,4.3,0.26
18/09/2008,Female,Service,Yes,2,4,6.9,0.66
28/10/2008,Female,Service,Yes,1,2,4.2,0.36
30/04/2008,Female,Service,No,1,3,3.5,0.2
20/08/2008,Male,Service,No,4,8,8.5,0.85
23/02/2008,Female,Product,No,3,5,7.1,0.53
23/12/2008,Male,Product,Yes,1,4,4.8,0.24
1/9/2008,Female,Service,No,2,5,6.8,0.61
12/12/2008,Female,Product,Yes,1,2,4.3,0.31
19/10/2008,Female,Service,Yes,1,4,5.4,0.43
6/12/2008,Male,Product,Yes,0,1,5.9,0.25
14/08/2008,Male,Product,No,4,7,5.9,0.58
22/11/2008,Male,Service,Yes,1,2,6.3,0.41
11/8/2008,Female,Service,Yes,3,5,6.6,0.44
5/4/2008,Female,Product,Yes,1,1,3.1,0.25
11/6/2008,Female,Service,No,2,4,7.6,0.57
16/08/2008,Female,Service,No,2,4,5.6,0.37
10/4/2008,Female,Service,Yes,3,5,5.9,0.42
2/9/2008,Male,Service,No,3,5,7.6,0.6
26/11/2008,Male,Service,Yes,0,1,0,0
16/06/2008,Female,Service,No,2,4,4.7,0.36
20/02/2008,Female,Service,No,4,8,8.9,0.84
13/02/2008,Male,Service,No,3,5,7.1,0.52
7/11/2008,Female,Service,Yes,2,4,3.7,0.25
3/11/2008,Male,Product,Yes,0,2,5.9,0.31
20/11/2008,Female,Service,Yes,2,5,5.9,0.55
30/04/2008,Male,Service,No,3,4,6.4,0.44
30/08/2008,Female,Service,Yes,1,3,5.9,0.34
10/9/2008,Female,Service,Yes,0,2,3,0.24
15/07/2008,Female,Product,Yes,1,4,4.6,0.3
8/6/2008,Male,Service,No,2,5,6.5,0.42
17/09/2008,Male,Service,No,4,7,6.7,0.64
8/10/2008,Female,Product,No,2,3,2.6,0.21
5/4/2008,Female,Service,No,4,7,5.9,0.71
16/01/2008,Female,Service,No,1,3,4.7,0.35
17/11/2008,Female,Service,Yes,3,3,4.2,0.28
29/05/2008,Male,Service,No,3,6,4.9,0.44
3/6/2008,Male,Service,No,2,5,6,0.54
28/06/2008,Female,Service,No,2,5,7,0.59
26/08/2008,Female,Product,Yes,2,4,4.8,0.31
16/07/2008,Female,Service,Yes,1,3,4.8,0.43
22/11/2008,Male,Service,Yes,1,2,4.7,0.39
3/3/2008,Male,Service,Yes,2,4,3.6,0.28
28/01/2008,Male,Product,No,4,4,5.9,0.59
1/7/2008,Female,Service,Yes,1,3,4.4,0.29
5/5/2008,Female,Product,No,1,3,7,0.53
9/1/2008,Female,Product,No,3,4,5.9,0.48
15/01/2008,Female,Service,Yes,2,4,5,0.38
22/09/2008,Female,Service,No,3,4,5.9,0.5
25/07/2008,Female,Product,No,2,4,6,0.51
4/8/2008,Male,Product,Yes,2,3,5.7,0.39
14/06/2008,Male,Service,Yes,4,7,5.9,0.65
26/05/2008,Female,Product,Yes,2,2,2.9,0.09
11/4/2008,Female,Product,Yes,1,3,4.4,0.32
17/02/2008,Male,Product,Yes,0,1,4.6,0.22
25/02/2008,Female,Service,Yes,2,4,5.9,0.34
16/04/2008,Male,Service,No,3,5,5.3,0.45
13/08/2008,Female,Service,No,3,8,9,0.73
31/10/2008,Male,Service,No,0,2,2.1,0.13
19/05/2008,Female,Service,Yes,3,6,7.3,0.55
10/6/2008,Female,Service,Yes,4,9,9.4,1
24/08/2008,Male,Service,No,3,7,5.7,0.54
8/10/2008,Male,Service,Yes,2,4,8.3,0.63
1/8/2008,Female,Service,No,2,3,4.9,0.35
8/3/2008,Female,Service,No,2,4,7.4,0.53
15/04/2008,Male,Service,No,2,5,5.3,0.38
21/03/2008,Female,Service,Yes,0,1,0.9,0.03
24/01/2008,Female,Product,No,3,5,4.6,0.4
27/03/2008,Female,Service,Yes,2,4,7,0.5
5/7/2008,Male,Service,Yes,1,3,6.3,0.41
1/3/2008,Female,Service,No,3,5,6.7,0.58
5/8/2008,Female,Product,No,2,5,6.5,0.49
26/02/2008,Male,Service,No,3,7,7.7,0.8
16/10/2008,Male,Service,Yes,0,2,2.7,0.2
21/04/2008,Male,Service,No,4,7,7.9,0.66
